,Date,Defect ID,Defect Qty,Downtime min,Vendor,Sub Category,Category,Material Type,Plant,Defect,Defect Type
4871,2013-05-27,4,89,30,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4872,2013-05-25,3,107,70,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4873,2013-05-20,4,23,30,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Bad Seams,Rejected
4874,2013-05-19,4,1068,85,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4875,2013-05-19,4,534,30,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4876,2013-05-19,3,23,25,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4877,2013-05-19,4,23,15,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4878,2013-05-11,3,1602,30,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4879,2013-05-11,5,1068,90,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Gap Variation,Impact
4880,2013-05-11,3,534,30,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4881,2013-04-29,5,1068,60,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Gap Variation,Impact
4882,2013-04-24,3,1602,90,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4883,2013-04-24,4,1068,60,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4884,2013-04-24,3,534,15,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4885,2013-05-01,2,1068,60,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4886,2013-04-24,3,27,30,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,Impact
4887,2013-04-23,7,401,60,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Weak Walls,Impact
4888,2013-04-23,3,107,30,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,Impact
4889,2013-04-20,3,89,60,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4890,2013-04-18,3,534,45,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4891,2013-04-16,12,534,25,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Delamination,Impact
4892,2013-04-16,5,45,63,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Gap Variation,Impact
4893,2013-04-12,3,23,90,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,Impact
4894,2013-04-06,3,300,15,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4895,2013-04-06,3,32,60,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4896,2013-04-03,7,401,150,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Weak Walls,Impact
4897,2013-03-29,4,27,60,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,Impact
4898,2013-03-27,11,67,20,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Warping,Impact
4899,2013-03-26,11,89,20,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Warping,Impact
4900,2013-03-25,9,45,60,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Material Handling/ Shipping Requirements Error,Impact
4901,2013-03-25,23,0,300,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Print defects,Impact
4902,2013-03-21,4,178,120,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4903,2013-03-21,3,45,20,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4904,2013-03-15,23,45,30,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Print defects,Impact
4905,2013-03-15,4,23,5,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4906,2013-03-13,2,534,45,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4907,2013-03-13,3,445,45,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4908,2013-03-13,2,356,35,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4909,2013-03-08,3,356,35,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4910,2013-03-03,13,1602,40,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Wrong  Size,Impact
4911,2013-03-03,4,89,15,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,Impact
4912,2013-03-01,4,36,30,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Bad Seams,Impact
4913,2013-02-21,4,23,120,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,Impact
4914,2013-02-10,2,3293,240,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
4915,2013-02-10,2,801,60,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4916,2013-02-10,2,89,60,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4917,2013-02-10,3,89,60,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4918,2013-02-10,3,36,30,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,Impact
4919,2013-02-10,2,27,30,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
4920,2013-02-10,4,9,60,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
4921,2013-02-10,9,0,480,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Material Handling/ Shipping Requirements Error,Impact
4922,2013-02-04,7,89,60,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Weak Walls,Impact
4923,2013-02-03,2,107,45,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4924,2013-02-03,4,89,60,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,Impact
4925,2013-02-03,12,45,45,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Delamination,Impact
4926,2013-01-24,4,107,120,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4927,2013-01-22,3,445,120,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4928,2013-01-17,12,757,10,Reddoit,Logistics,Logistics,Corrugate,"Bangor, MI",Delamination,Impact
4929,2013-01-17,12,2,5,Reddoit,Logistics,Logistics,Corrugate,"Bangor, MI",Delamination,Impact
4930,2013-01-15,2,534,20,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4931,2013-01-15,7,534,40,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Weak Walls,Impact
4932,2013-01-14,7,534,20,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Weak Walls,Impact
4933,2013-01-14,6,267,30,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",False scores,Impact
4934,2013-01-14,2,223,45,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4935,2013-01-14,3,223,120,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4936,2013-01-11,13,3,5,Reddoit,Logistics,Logistics,Corrugate,"Bangor, MI",Wrong  Size,Impact
4937,2013-01-11,4,0,60,Reddoit,Logistics,Logistics,Corrugate,"Bangor, MI",Bad Seams,Impact
4938,2013-01-08,4,89,60,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4939,2013-01-04,109,15,15,Reddoit,Logistics,Logistics,Corrugate,"Bangor, MI",Wrong Shade of Color,Impact
4940,2013-01-04,4,11,10,Reddoit,Logistics,Logistics,Corrugate,"Bangor, MI",Bad Seams,Impact
4941,2013-01-01,2,1335,480,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4942,2013-01-01,3,1068,20,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
4943,2013-01-01,7,534,15,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Weak Walls,Impact
4944,2013-01-01,18,23,15,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Misaligned Slots,Impact
4945,2014-07-09,166,33820,15,Keyzunbase,Packaging,Packaging,Molds,"Detriot, MI",Other,No Impact
4946,2014-07-09,25,1780,80,tampquote,Materials & Components,Materials & Components,Drives,"Chicago, IL",Misc,No Impact
4947,2014-07-02,49,2911,15,Dentocity,Materials & Components,Materials & Components,Film,"Chicago, IL",Slitting Erorrs,No Impact
4948,2014-07-02,86,4,2,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Print Problems,No Impact
4949,2014-06-28,25,2911,10,Dentocity,Materials & Components,Materials & Components,Film,"Chicago, IL",Misc,No Impact
4950,2014-06-23,25,5821,20,Dentocity,Materials & Components,Materials & Components,Film,"Chicago, IL",Misc,No Impact
4951,2014-06-21,90,1424,5,Instrip,Packaging,Packaging,Carton,"Rockford, IL",Printing Defects,No Impact
4952,2014-06-09,25,133500,60,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Misc,No Impact
4953,2014-06-04,30,1,90,Sanin,Logistics,Logistics,Batteries,"Bangor, MI",Foreign objects found,No Impact
4954,2014-05-31,25,223,25,Quotelane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",Misc,No Impact
4955,2014-05-27,30,213600,41,Subdrill,Mechanicals,Mechanicals,Controllers,"Indianapolis, IN",Foreign objects found,No Impact
4956,2014-05-25,69,37,25,O-job,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
4957,2014-05-21,122,58740,150,Ganjazone,Packaging,Packaging,Electrolytes,"Detriot, MI",Bad Fit,No Impact
4958,2014-05-21,25,7,5,ontotam,Packaging,Packaging,Carton,"Rockford, IL",Misc,No Impact
4959,2014-05-19,166,61517,20,Keyzunbase,Packaging,Packaging,Molds,"Detriot, MI",Other,No Impact
4960,2014-05-07,25,45,68,Kincorporation,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Misc,No Impact
4961,2014-04-27,69,801,30,Ganzsannix,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Foreign Material,No Impact
4962,2014-04-24,69,735,30,Funlatlex,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Foreign Material,No Impact
4963,2014-04-19,84,401,10,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Bad Seal,No Impact
4964,2014-03-23,26,15602,15,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Loose Core,No Impact
4965,2014-03-19,154,19802,25,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Print Impression,No Impact
4966,2014-03-17,173,223,21,Subdrill,Mechanicals,Mechanicals,Controllers,"Indianapolis, IN",Irregular Shape,No Impact
4967,2014-03-03,14,17,10,Quotelane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",Wrong Size,No Impact
4968,2014-03-01,53,39,20,Quotelane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",Creases / Wrinkles,No Impact
4969,2014-02-14,141,1602,60,Canemedkix,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Incorrect Labeling,No Impact
4970,2014-02-11,65,13137,15,ontotam,Packaging,Packaging,Carton,"Rockford, IL",Bad Carton Packaging,No Impact
4971,2013-11-08,66,56293,75,Recode,Mechanicals,Mechanicals,Carton,"Elgin, IL",Bowed/Warped,No Impact
4972,2013-10-09,69,18,20,Whitekix,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Foreign Material,No Impact
4973,2013-09-25,92,1335,120,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Bad Cut,No Impact
4974,2013-09-18,90,16910,120,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,No Impact
4975,2013-09-14,154,34515,45,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Print Impression,No Impact
4976,2013-07-16,49,12905,120,Quotelane,Mechanicals,Mechanicals,Labels,"Green Bay, WI",Slitting Erorrs,No Impact
4977,2013-07-08,26,249391,20,Solholdings,Mechanicals,Mechanicals,Labels,"Gary, IN",Loose Core,No Impact
4978,2013-06-19,144,48060,25,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Missing Labels,No Impact
4979,2013-06-19,26,31204,30,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Loose Core,No Impact
4980,2013-06-17,150,26700,60,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Too Much Chemicals,No Impact
4981,2013-06-16,4,445,15,ontotam,Packaging,Packaging,Carton,"Rockford, IL",Bad Seams,No Impact
4982,2013-06-11,139,80100,30,Solholdings,Packaging,Packaging,Molds,"Detriot, MI",Parting Tops,No Impact
4983,2013-06-09,47,102048,40,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Sporadic Adhesive,No Impact
4984,2013-06-05,66,2003,10,Recode,Mechanicals,Mechanicals,Carton,"Toledo, OH",Bowed/Warped,No Impact
4985,2013-05-29,29,53400,5,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Warped,No Impact
4986,2013-05-18,45,31150,10,Quotelane,Materials & Components,Materials & Components,Labels,"Chicago, IL",Split Seams,No Impact
4987,2013-05-18,137,26166,60,Solholdings,Packaging,Packaging,Molds,"Detriot, MI",Packaging Issues,No Impact
4988,2013-05-04,126,2564,15,Keyzunbase,Packaging,Packaging,Molds,"Detriot, MI",Packaging Integrity,No Impact
4989,2013-05-04,95,54,4,Trio-dax,Materials & Components,Materials & Components,Glass,"Chicago, IL",Bad Bearings,No Impact
4990,2013-05-01,56,37380,17,Quotelane,Materials & Components,Materials & Components,Labels,"Chicago, IL",Coating,No Impact
4991,2013-03-08,66,56293,75,Recode,Mechanicals,Mechanicals,Carton,"Elgin, IL",Bowed/Warped,No Impact
4992,2013-02-09,69,18,20,Whitekix,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Foreign Material,No Impact
4993,2013-01-25,92,1335,120,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Bad Cut,No Impact
4994,2013-01-18,90,16910,120,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,No Impact
4995,2013-01-14,154,34515,45,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Print Impression,No Impact
4996,2014-12-31,12,570,70,Sanlab,Goods & Services,Goods & Services,Carton,"Monon, IN",Delamination,Rejected
4997,2014-12-24,274,28035,999,Sanin,Mechanicals,Mechanicals,Batteries,"Skokie, IL",Defective Rims,Rejected
4998,2014-12-23,109,625,20,xx-bam,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Wrong Shade of Color,Rejected
4999,2014-12-15,289,63910,20,Trio-dax,Materials & Components,Materials & Components,Glass,"Chicago, IL",No Close,Rejected
5000,2014-12-09,30,534,10,Sanin,Logistics,Logistics,Controllers,"Bangor, MI",Foreign objects found,Rejected
5001,2014-11-30,63,12015,70,ontotam,Goods & Services,Goods & Services,Carton,"Monon, IN",Cartons Not Opening,Rejected
5002,2014-11-20,69,16910,45,Gogokeying,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Foreign Material,Rejected
5003,2014-11-08,143,27,32,Subdrill,Mechanicals,Mechanicals,Controllers,"Indianapolis, IN",Wrong Print,Rejected
5004,2014-11-04,69,14766,480,xx-bam,Mechanicals,Mechanicals,Raw Materials,"Green Bay, WI",Foreign Material,Rejected
5005,2014-10-29,25,5931,45,Zunhouse,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Misc,Rejected
5006,2014-10-29,89,23,15,Plustax,Logistics,Logistics,Batteries,"Davenport, IA",Mixed Product,Rejected
5007,2014-10-28,69,628,104,una-phase,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Foreign Material,Rejected
5008,2014-10-15,201,8075,999,citydexon,Mechanicals,Mechanicals,Raw Materials,"Skokie, IL",Contamination,Rejected
5009,2014-10-15,69,481,180,Fax-ex,Mechanicals,Mechanicals,Raw Materials,"Skokie, IL",Foreign Material,Rejected
5010,2014-10-01,201,6408,999,J-lax,Mechanicals,Mechanicals,Raw Materials,"Skokie, IL",Contamination,Rejected
5011,2014-10-01,58,370,15,Zunhouse,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Incorrect Material,Rejected
5012,2014-10-01,281,6,50,Plustax,Logistics,Logistics,Controllers,"Madison, WI",Warped,Rejected
5013,2014-09-28,258,287,30,Zunhouse,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Dimensions Wrong,Rejected
5014,2014-09-27,201,6408,999,J-lax,Mechanicals,Mechanicals,Raw Materials,"Skokie, IL",Contamination,Rejected
5015,2014-09-24,268,4059,80,ontotam,Goods & Services,Goods & Services,Carton,"Monon, IN",Poor Seam,Rejected
5016,2014-09-17,149,1174,30,Zunhouse,Goods & Services,Goods & Services,Motors,"Monon, IN",Contamination,Rejected
5017,2014-09-14,69,17836,40,bluecorporation,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Foreign Material,Rejected
5018,2014-09-14,71,134,45,Howtaxon,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Dirty Containers,Rejected
5019,2014-09-12,69,2225,262,xx-bam,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,Rejected
5020,2014-09-10,158,106800,54,Quotelane,Materials & Components,Materials & Components,Labels,"Chicago, IL",Expired,Rejected
5021,2014-09-10,173,134,6,Subdrill,Mechanicals,Mechanicals,Controllers,"Indianapolis, IN",Irregular Shape,Rejected
5022,2014-09-04,69,8051,600,xx-bam,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,Rejected
5023,2014-09-03,283,19224,30,Recode,Mechanicals,Mechanicals,Carton,"Green Bay, WI",Bad Bond,Rejected
5024,2014-09-03,283,1602,30,Recode,Mechanicals,Mechanicals,Carton,"Green Bay, WI",Bad Bond,Rejected
5025,2014-08-26,282,15,30,Recode,Mechanicals,Mechanicals,Carton,"Green Bay, WI",Bowed,Rejected
5026,2014-08-11,134,1,1,Fax-ex,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Matts,Rejected
5027,2014-08-05,288,17800,60,J-lax,Mechanicals,Mechanicals,Raw Materials,"Elgin, IL",Heat Damage,Rejected
5028,2014-08-05,109,890,39,Subdrill,Mechanicals,Mechanicals,Composites,"Indianapolis, IN",Wrong Shade of Color,Rejected
5029,2014-07-19,122,88110,116,Zuntexon,Logistics,Logistics,Electrolytes,"Naperville, IL",Bad Fit,Rejected
5030,2014-07-02,25,161,10,Plustax,Logistics,Logistics,Controllers,"Davenport, IA",Misc,Rejected
5031,2014-06-18,25,4450,840,xx-bam,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Misc,Rejected
5032,2014-06-10,69,54,17,Vaiazoom,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,Rejected
5033,2014-04-04,261,2094,50,Keyzunbase,Logistics,Logistics,Molds,"Naperville, IL",Packaging Wrong,Rejected
5034,2014-03-24,146,410,120,conestreet,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Integrity Failure,Rejected
5035,2014-03-19,29,2136,10,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Warped,Rejected
5036,2014-03-15,29,6,13,Subdrill,Mechanicals,Mechanicals,Controllers,"Elgin, IL",Warped,Rejected
5037,2014-03-15,29,4,60,Subdrill,Mechanicals,Mechanicals,Controllers,"Elgin, IL",Warped,Rejected
5038,2014-03-04,29,2670,60,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Warped,Rejected
5039,2014-02-25,70,6408,960,J-lax,Mechanicals,Mechanicals,Raw Materials,"Skokie, IL",Wrong material,Rejected
5040,2014-02-12,69,20148,720,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,Rejected
5041,2014-01-28,45,13,28,Quotelane,Mechanicals,Mechanicals,Labels,"Indianapolis, IN",Split Seams,Rejected
5042,2014-01-28,51,5,7,Quotelane,Mechanicals,Mechanicals,Labels,"Indianapolis, IN",No Adhesive,Rejected
5043,2014-01-23,51,19,17,Quotelane,Mechanicals,Mechanicals,Labels,"Indianapolis, IN",No Adhesive,Rejected
5044,2014-01-11,93,21627,30,ontotam,Goods & Services,Goods & Services,Carton,"Monon, IN",Sealed Together Internally,Rejected
5045,2013-10-15,41,12763,133,Fax-ex,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Out of Spec,Rejected
5046,2013-10-01,65,1060,40,Silverfase,Mechanicals,Mechanicals,Carton,"Indianapolis, IN",Bad Carton Packaging,Rejected
5047,2013-10-01,90,89,60,Recode,Mechanicals,Mechanicals,Carton,"Toledo, OH",Printing Defects,Rejected
5048,2013-09-24,30,890,30,Subdrill,Mechanicals,Mechanicals,Composites,"Indianapolis, IN",Foreign objects found,Rejected
5049,2013-09-16,64,1335,100,Fax-ex,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Out of Spec,Rejected
5050,2013-09-15,191,26700,90,Dentocity,Mechanicals,Mechanicals,Tape,"Toledo, OH",Weak Wrap,Rejected
5051,2013-09-04,109,936,15,zoofan,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Wrong Shade of Color,Rejected
5052,2013-06-10,39,393,28,zoofan,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Infestation,Rejected
5053,2013-06-09,45,16951,90,Quotelane,Mechanicals,Mechanicals,Labels,"Green Bay, WI",Split Seams,Rejected
5054,2013-06-02,94,12816,45,ontotam,Goods & Services,Goods & Services,Carton,"Monon, IN",Sealed Together Externally,Rejected
5055,2013-05-29,76,2225,10,Matdex,Mechanicals,Mechanicals,Labels,"Gary, IN",No Print,Rejected
5056,2013-05-19,70,125,60,Canemedkix,Mechanicals,Mechanicals,Raw Materials,"Green Bay, WI",Wrong material,Rejected
5057,2013-05-18,77,3503,15,Dentocity,Materials & Components,Materials & Components,Labels,"Chicago, IL",Wrong Ink,Rejected
5058,2013-04-29,29,53400,15,Plustax,Logistics,Logistics,Controllers,"Springfield, IL",Warped,Rejected
5059,2013-02-15,41,12763,133,Fax-ex,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Out of Spec,Rejected
5060,2013-02-01,65,1060,40,Silverfase,Mechanicals,Mechanicals,Carton,"Indianapolis, IN",Bad Carton Packaging,Rejected
5061,2013-02-01,90,89,60,Recode,Mechanicals,Mechanicals,Carton,"Toledo, OH",Printing Defects,Rejected
5062,2013-01-24,30,890,30,Subdrill,Mechanicals,Mechanicals,Composites,"Indianapolis, IN",Foreign objects found,Rejected
5063,2013-01-16,64,1335,100,Fax-ex,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Out of Spec,Rejected
5064,2013-01-15,191,26700,90,Dentocity,Mechanicals,Mechanicals,Tape,"Toledo, OH",Weak Wrap,Rejected
5065,2013-01-04,109,936,15,zoofan,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Wrong Shade of Color,Rejected
5066,2014-12-22,135,336509,120,Planethouse,Packaging,Packaging,Hardware,"Northbrook, IL",Leaking Seals,Rejected
5067,2014-10-31,200,4450,25,Yearlex,Packaging,Packaging,Labels,"Northbrook, IL",Print Off Center,Rejected
5068,2014-10-30,25,5722,10,Quotelane,Packaging,Packaging,Labels,"Northbrook, IL",Misc,Rejected
5069,2014-10-30,25,1691,75,Planethouse,Packaging,Packaging,Hardware,"Northbrook, IL",Misc,Rejected
5070,2014-10-05,37,183785,960,O-ace,Packaging,Packaging,Electrolytes,"Joliet, IL",Incorrect Dimensions,Rejected
5071,2014-10-01,213,81168,90,Planethouse,Packaging,Packaging,Hardware,"Northbrook, IL",Crack,Rejected
5072,2014-10-01,25,2848,30,Planethouse,Packaging,Packaging,Hardware,"Northbrook, IL",Misc,Rejected
5073,2014-09-16,145,52546,15,Instrip,Packaging,Packaging,Carton,"Rockford, IL",Too Heavy,Rejected
5074,2014-09-16,145,42694,70,Instrip,Packaging,Packaging,Carton,"Rockford, IL",Too Heavy,Rejected
5075,2014-09-16,145,30652,60,Instrip,Packaging,Packaging,Carton,"Rockford, IL",Too Heavy,Rejected
5076,2014-08-31,58,3560,60,Planethouse,Packaging,Packaging,Hardware,"Northbrook, IL",Incorrect Material,Rejected
5077,2014-08-31,58,445,60,Planethouse,Packaging,Packaging,Hardware,"Northbrook, IL",Incorrect Material,Rejected
5078,2014-08-31,270,89,15,xx-way,Packaging,Packaging,Carton,"Northbrook, IL",Poor Pairing,Rejected
5079,2014-08-11,216,103151,360,Planethouse,Packaging,Packaging,Hardware,"Northbrook, IL",Cut Wires,Rejected
5080,2014-08-11,109,95319,180,Planethouse,Packaging,Packaging,Hardware,"Northbrook, IL",Wrong Shade of Color,Rejected
5081,2014-08-05,37,78231,480,O-ace,Packaging,Packaging,Electrolytes,"Joliet, IL",Incorrect Dimensions,Rejected
5082,2014-07-31,25,35511,360,Planethouse,Packaging,Packaging,Hardware,"Northbrook, IL",Misc,Rejected
5083,2014-06-28,25,127181,300,Planethouse,Packaging,Packaging,Hardware,"Northbrook, IL",Misc,Rejected
5084,2014-06-11,49,11036,60,Yearlex,Packaging,Packaging,Labels,"Northbrook, IL",Slitting Erorrs,Rejected
5085,2014-06-07,25,122607,30,Instrip,Packaging,Packaging,Carton,"Rockford, IL",Misc,Rejected
5086,2014-04-19,3,35244,22,ontotam,Packaging,Packaging,Carton,"Rockford, IL",Bad Seams,Rejected
5087,2014-04-19,93,13137,25,Instrip,Packaging,Packaging,Carton,"Rockford, IL",Sealed Together Internally,Rejected
5088,2014-04-15,93,43788,20,ontotam,Packaging,Packaging,Carton,"Rockford, IL",Sealed Together Internally,Rejected
5089,2014-04-06,93,45978,60,ontotam,Packaging,Packaging,Carton,"Rockford, IL",Sealed Together Internally,Rejected
5090,2014-03-22,257,24084,60,Instrip,Packaging,Packaging,Carton,"Rockford, IL",Wrong Bond,Rejected
5091,2014-03-09,250,3560,30,Bamtechnology,Packaging,Packaging,Labels,"Joliet, IL",Ink Smears,Rejected
5092,2014-02-07,93,35031,20,ontotam,Packaging,Packaging,Carton,"Rockford, IL",Sealed Together Internally,Rejected
5093,2013-10-14,67,16421,15,Instrip,Packaging,Packaging,Carton,"Rockford, IL",Unsealed Cartons,Rejected
5094,2013-10-09,68,15764,540,Instrip,Packaging,Packaging,Carton,"Rockford, IL",Inside Scoring,Rejected
5095,2013-10-09,68,52546,120,Instrip,Packaging,Packaging,Carton,"Rockford, IL",Inside Scoring,Rejected
5096,2013-10-07,93,10947,25,ontotam,Packaging,Packaging,Carton,"Rockford, IL",Sealed Together Internally,Rejected
5097,2013-10-04,67,66777,30,Instrip,Packaging,Packaging,Carton,"Rockford, IL",Unsealed Cartons,Rejected
5098,2013-10-02,67,42694,20,Instrip,Packaging,Packaging,Carton,"Rockford, IL",Unsealed Cartons,Rejected
5099,2013-09-08,93,39410,15,ontotam,Packaging,Packaging,Carton,"Rockford, IL",Sealed Together Internally,Rejected
5100,2013-09-08,67,33936,20,ontotam,Packaging,Packaging,Carton,"Rockford, IL",Unsealed Cartons,Rejected
5101,2013-08-31,182,25988,30,Yearlex,Packaging,Packaging,Labels,"Northbrook, IL",Wrong Registration,Rejected
