AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,SCHEDULED_TIME,ELAPSED_TIME,DELAY_LEVEL
US,PHL,MCO,2015-01-01 11:30:00,11:24:00,-6.0,14:05:00,13:52:00,-13.0,155.0,148.0,0
US,LGA,PHL,2015-01-01 11:30:00,11:28:00,-2.0,12:41:00,12:14:00,-27.0,71.0,46.0,0
US,MIA,CLT,2015-01-01 11:30:00,11:28:00,-2.0,13:39:00,13:32:00,-7.0,129.0,124.0,0
US,CLT,BWI,2015-01-01 11:30:00,11:24:00,-6.0,12:54:00,12:39:00,-15.0,84.0,75.0,0
US,CLT,BOS,2015-01-01 11:30:00,11:49:00,19.0,13:37:00,13:51:00,14.0,127.0,122.0,1
US,CLT,MCI,2015-01-01 11:30:00,11:54:00,24.0,13:04:00,13:28:00,24.0,154.0,154.0,1
US,PIT,PHL,2015-01-01 11:30:00,11:22:00,-8.0,12:38:00,12:24:00,-14.0,68.0,62.0,0
US,CLT,TPA,2015-01-01 11:30:00,11:29:00,-1.0,13:12:00,13:12:00,0.0,102.0,103.0,0
US,DCA,BOS,2015-01-01 11:30:00,11:19:00,-11.0,12:52:00,12:40:00,-12.0,82.0,81.0,0
UA,JFK,LAX,2015-01-01 11:30:00,11:26:00,-4.0,14:48:00,14:43:00,-5.0,378.0,377.0,0
UA,SFO,DEN,2015-01-01 11:30:00,12:46:00,76.0,15:00:00,16:19:00,79.0,150.0,153.0,2
VX,JFK,LAX,2015-01-01 11:30:00,11:29:00,-1.0,14:45:00,14:48:00,3.0,375.0,379.0,0
VX,DCA,DAL,2015-01-01 11:30:00,12:29:00,59.0,13:50:00,15:01:00,71.0,200.0,212.0,2
WN,AUS,EWR,2015-01-01 11:30:00,11:25:00,-5.0,15:55:00,15:36:00,-19.0,205.0,191.0,0
WN,BWI,DAL,2015-01-01 11:30:00,11:29:00,-1.0,14:00:00,13:56:00,-4.0,210.0,207.0,0
WN,BWI,FLL,2015-01-01 11:30:00,11:31:00,1.0,14:05:00,13:55:00,-10.0,155.0,144.0,0
WN,DCA,BNA,2015-01-01 11:30:00,11:26:00,-4.0,12:35:00,12:24:00,-11.0,125.0,118.0,0
WN,HOU,DCA,2015-01-01 11:30:00,11:55:00,25.0,15:15:00,15:28:00,13.0,165.0,153.0,1
WN,JAX,BWI,2015-01-01 11:30:00,11:31:00,1.0,13:15:00,13:16:00,1.0,105.0,105.0,0
WN,LGA,ATL,2015-01-01 11:30:00,11:29:00,-1.0,14:20:00,13:59:00,-21.0,170.0,150.0,0
WN,LGA,HOU,2015-01-01 11:30:00,11:27:00,-3.0,14:45:00,14:46:00,1.0,255.0,259.0,0
WN,MDW,PHL,2015-01-01 11:30:00,11:30:00,0.0,14:20:00,13:58:00,-22.0,110.0,88.0,0
WN,SEA,ABQ,2015-01-01 11:30:00,11:30:00,0.0,15:20:00,15:29:00,9.0,170.0,179.0,0
WN,SFO,SAN,2015-01-01 11:30:00,11:30:00,0.0,13:00:00,13:09:00,9.0,90.0,99.0,0
WN,SNA,SJC,2015-01-01 11:30:00,11:25:00,-5.0,12:40:00,12:34:00,-6.0,70.0,69.0,0
WN,STL,LGA,2015-01-01 11:30:00,11:34:00,4.0,14:45:00,14:42:00,-3.0,135.0,128.0,0
WN,HOU,HRL,2015-01-01 11:30:00,11:27:00,-3.0,12:30:00,12:27:00,-3.0,60.0,60.0,0
WN,PHX,CLE,2015-01-01 11:30:00,11:32:00,2.0,17:20:00,17:05:00,-15.0,230.0,213.0,0
UA,IAH,EWR,2015-01-01 11:30:00,11:42:00,12.0,16:02:00,15:39:00,-23.0,212.0,177.0,1
UA,DEN,OGG,2015-01-01 11:30:00,13:17:00,107.0,16:03:00,17:41:00,98.0,453.0,444.0,2
US,LAS,PHL,2015-01-01 11:30:00,11:30:00,0.0,19:07:00,18:53:00,-14.0,277.0,263.0,0
US,SEA,PHX,2015-01-01 11:30:00,11:27:00,-3.0,15:15:00,15:01:00,-14.0,165.0,154.0,0
AA,DFW,DCA,2015-01-01 11:30:00,12:41:00,71.0,15:10:00,15:58:00,48.0,160.0,137.0,2
AA,DFW,SAN,2015-01-01 11:30:00,11:42:00,12.0,12:35:00,12:55:00,20.0,185.0,193.0,1
AA,LGA,ORD,2015-01-01 11:30:00,11:26:00,-4.0,13:15:00,13:02:00,-13.0,165.0,156.0,0
AA,DFW,RDU,2015-01-01 11:30:00,11:26:00,-4.0,15:00:00,14:40:00,-20.0,150.0,134.0,0
AA,MFE,DFW,2015-01-01 11:30:00,11:22:00,-8.0,13:10:00,13:14:00,4.0,100.0,112.0,0
AA,LAS,LAX,2015-01-01 11:30:00,11:27:00,-3.0,12:40:00,12:36:00,-4.0,70.0,69.0,0
AA,SNA,ORD,2015-01-01 11:30:00,11:30:00,0.0,17:30:00,17:25:00,-5.0,240.0,235.0,0
AA,MIA,LGA,2015-01-01 11:30:00,11:30:00,0.0,14:27:00,14:14:00,-13.0,177.0,164.0,0
AS,ANC,JNU,2015-01-01 11:30:00,11:26:00,-4.0,13:10:00,13:12:00,2.0,100.0,106.0,0
AS,SMF,SEA,2015-01-01 11:30:00,11:24:00,-6.0,13:20:00,13:13:00,-7.0,110.0,109.0,0
AS,PDX,SJC,2015-01-01 11:30:00,11:23:00,-7.0,13:12:00,13:10:00,-2.0,102.0,107.0,0
B6,SAN,BOS,2015-01-01 11:30:00,11:26:00,-4.0,19:44:00,19:11:00,-33.0,314.0,285.0,0
B6,ORH,MCO,2015-01-01 11:30:00,11:16:00,-14.0,14:40:00,14:13:00,-27.0,190.0,177.0,0
DL,JFK,LAX,2015-01-01 11:30:00,11:30:00,0.0,14:55:00,15:01:00,6.0,385.0,391.0,0
DL,MIA,ATL,2015-01-01 11:30:00,11:27:00,-3.0,13:31:00,13:18:00,-13.0,121.0,111.0,0
DL,DEN,SLC,2015-01-01 11:30:00,11:23:00,-7.0,12:57:00,12:32:00,-25.0,87.0,69.0,0
DL,MSP,ATL,2015-01-01 11:30:00,11:46:00,16.0,15:01:00,14:55:00,-6.0,151.0,129.0,1
DL,MSP,SNA,2015-01-01 11:30:00,11:26:00,-4.0,13:27:00,13:13:00,-14.0,237.0,227.0,0
DL,MSP,DEN,2015-01-01 11:30:00,11:25:00,-5.0,12:43:00,12:18:00,-25.0,133.0,113.0,0
DL,LAX,ATL,2015-01-01 11:30:00,11:54:00,24.0,18:40:00,18:56:00,16.0,250.0,242.0,1
DL,PHL,ATL,2015-01-01 11:30:00,11:24:00,-6.0,13:47:00,13:22:00,-25.0,137.0,118.0,0
DL,ORD,ATL,2015-01-01 11:30:00,11:34:00,4.0,14:29:00,14:23:00,-6.0,119.0,109.0,0
EV,MSP,IAH,2015-01-01 11:30:00,11:26:00,-4.0,14:30:00,15:05:00,35.0,180.0,219.0,0
EV,MSP,AUS,2015-01-01 11:30:00,11:29:00,-1.0,14:26:00,14:52:00,26.0,176.0,203.0,0
F9,DEN,DCA,2015-01-01 11:30:00,11:22:00,-8.0,16:39:00,16:17:00,-22.0,189.0,175.0,0
MQ,LGA,CMH,2015-01-01 11:30:00,11:19:00,-11.0,13:23:00,13:05:00,-18.0,113.0,106.0,0
MQ,LGA,TYS,2015-01-01 11:30:00,11:27:00,-3.0,13:28:00,13:38:00,10.0,118.0,131.0,0
MQ,MHK,DFW,2015-01-01 11:30:00,11:25:00,-5.0,13:00:00,13:04:00,4.0,90.0,99.0,0
NK,FLL,LGA,2015-01-01 11:30:00,12:32:00,62.0,14:21:00,15:19:00,58.0,171.0,167.0,2
NK,ACY,MCO,2015-01-01 11:30:00,11:35:00,5.0,13:58:00,13:59:00,1.0,148.0,144.0,0
OO,LAX,PHX,2015-01-01 11:30:00,11:39:00,9.0,13:58:00,13:52:00,-6.0,88.0,73.0,1
OO,MSP,GRB,2015-01-01 11:30:00,11:39:00,9.0,12:41:00,12:49:00,8.0,71.0,70.0,1
OO,ASE,ORD,2015-01-01 11:30:00,11:23:00,-7.0,15:25:00,14:54:00,-31.0,175.0,151.0,0
OO,FLG,PHX,2015-01-01 11:30:00,11:45:00,15.0,12:16:00,12:41:00,25.0,46.0,56.0,1
OO,YUM,PHX,2015-01-01 11:30:00,11:10:00,-20.0,12:21:00,11:48:00,-33.0,51.0,38.0,0
UA,FLL,IAH,2015-01-01 11:31:00,11:29:00,-2.0,13:32:00,13:40:00,8.0,181.0,191.0,0
UA,IAH,SFO,2015-01-01 11:31:00,11:30:00,-1.0,13:53:00,13:19:00,-34.0,262.0,229.0,0
UA,IAH,SEA,2015-01-01 11:31:00,11:40:00,9.0,14:20:00,14:03:00,-17.0,289.0,263.0,1
DL,SLC,JAC,2015-01-01 11:31:00,11:31:00,0.0,12:34:00,12:25:00,-9.0,63.0,54.0,0
DL,SLC,SNA,2015-01-01 11:31:00,11:26:00,-5.0,12:25:00,12:05:00,-20.0,114.0,99.0,0
B6,ORD,SJU,2015-01-01 11:31:00,11:29:00,-2.0,18:06:00,17:39:00,-27.0,275.0,250.0,0
EV,MCI,EWR,2015-01-01 11:31:00,11:21:00,-10.0,15:18:00,14:42:00,-36.0,167.0,141.0,0
OO,DEN,ONT,2015-01-01 11:31:00,11:28:00,-3.0,12:55:00,12:46:00,-9.0,144.0,138.0,0
OO,ONT,IAH,2015-01-01 11:31:00,11:24:00,-7.0,16:36:00,16:33:00,-3.0,185.0,189.0,0
UA,IAH,LAX,2015-01-01 11:32:00,12:00:00,28.0,13:15:00,13:29:00,14.0,223.0,209.0,1
UA,EWR,TPA,2015-01-01 11:32:00,11:43:00,11.0,14:34:00,14:28:00,-6.0,182.0,165.0,1
DL,SAN,SLC,2015-01-01 11:32:00,11:25:00,-7.0,14:28:00,14:23:00,-5.0,116.0,118.0,0
DL,STL,ATL,2015-01-01 11:32:00,11:29:00,-3.0,14:04:00,13:56:00,-8.0,92.0,87.0,0
OO,IAH,SAT,2015-01-01 11:32:00,16:42:00,310.0,12:37:00,17:44:00,307.0,65.0,62.0,2
EV,CAE,ATL,2015-01-01 11:33:00,11:25:00,-8.0,12:36:00,12:21:00,-15.0,63.0,56.0,0
DL,SLC,BWI,2015-01-01 11:34:00,14:29:00,175.0,17:35:00,20:18:00,163.0,241.0,229.0,2
DL,MCO,DTW,2015-01-01 11:34:00,11:26:00,-8.0,14:15:00,13:53:00,-22.0,161.0,147.0,0
DL,SLC,LAX,2015-01-01 11:34:00,11:40:00,6.0,12:34:00,12:29:00,-5.0,120.0,109.0,1
EV,BHM,IAH,2015-01-01 11:34:00,11:30:00,-4.0,13:30:00,13:37:00,7.0,116.0,127.0,0
EV,XNA,ATL,2015-01-01 11:34:00,11:27:00,-7.0,14:19:00,13:51:00,-28.0,105.0,84.0,0
OO,OAK,SLC,2015-01-01 11:34:00,11:26:00,-8.0,14:20:00,14:22:00,2.0,106.0,116.0,0
US,PHX,KOA,2015-01-01 11:35:00,11:29:00,-6.0,15:16:00,15:23:00,7.0,401.0,414.0,0
US,CLT,BNA,2015-01-01 11:35:00,11:28:00,-7.0,12:01:00,11:47:00,-14.0,86.0,79.0,0
US,CLT,DCA,2015-01-01 11:35:00,12:18:00,43.0,12:55:00,13:21:00,26.0,80.0,63.0,1
US,PHL,ORD,2015-01-01 11:35:00,12:11:00,36.0,12:56:00,13:42:00,46.0,141.0,151.0,1
US,RDU,PHL,2015-01-01 11:35:00,11:28:00,-7.0,13:00:00,12:55:00,-5.0,85.0,87.0,0
US,PHX,LAS,2015-01-01 11:35:00,11:29:00,-6.0,11:50:00,11:38:00,-12.0,75.0,69.0,0
WN,ATL,RDU,2015-01-01 11:35:00,11:28:00,-7.0,12:55:00,12:43:00,-12.0,80.0,75.0,0
WN,BDL,MCO,2015-01-01 11:35:00,11:34:00,-1.0,14:35:00,14:40:00,5.0,180.0,186.0,0
WN,BWI,MKE,2015-01-01 11:35:00,11:35:00,0.0,12:40:00,12:47:00,7.0,125.0,132.0,0
WN,CAK,DEN,2015-01-01 11:35:00,11:32:00,-3.0,13:10:00,13:02:00,-8.0,215.0,210.0,0
WN,CMH,BWI,2015-01-01 11:35:00,11:30:00,-5.0,12:55:00,12:31:00,-24.0,80.0,61.0,0
WN,HOU,ATL,2015-01-01 11:35:00,11:35:00,0.0,14:30:00,14:23:00,-7.0,115.0,108.0,0
WN,HOU,AUS,2015-01-01 11:35:00,11:30:00,-5.0,12:25:00,12:17:00,-8.0,50.0,47.0,0
WN,LAS,LAX,2015-01-01 11:35:00,11:47:00,12.0,12:45:00,12:49:00,4.0,70.0,62.0,1
WN,MCI,DCA,2015-01-01 11:35:00,11:39:00,4.0,14:55:00,14:34:00,-21.0,140.0,115.0,0
WN,MCO,STL,2015-01-01 11:35:00,11:32:00,-3.0,13:05:00,13:00:00,-5.0,150.0,148.0,0
WN,MDW,HOU,2015-01-01 11:35:00,11:32:00,-3.0,14:20:00,14:20:00,0.0,165.0,168.0,0
WN,OAK,LAS,2015-01-01 11:35:00,11:34:00,-1.0,13:00:00,13:05:00,5.0,85.0,91.0,0
WN,RSW,DCA,2015-01-01 11:35:00,11:39:00,4.0,13:55:00,13:51:00,-4.0,140.0,132.0,0
WN,SAN,SFO,2015-01-01 11:35:00,11:33:00,-2.0,13:05:00,13:06:00,1.0,90.0,93.0,0
WN,SFO,LAX,2015-01-01 11:35:00,11:34:00,-1.0,12:55:00,13:03:00,8.0,80.0,89.0,0
WN,SJC,PHX,2015-01-01 11:35:00,11:31:00,-4.0,14:20:00,14:10:00,-10.0,105.0,99.0,0
WN,TUS,LAS,2015-01-01 11:35:00,11:34:00,-1.0,11:50:00,11:47:00,-3.0,75.0,73.0,0
WN,OAK,PHX,2015-01-01 11:35:00,11:34:00,-1.0,14:20:00,14:29:00,9.0,105.0,115.0,0
WN,PBI,ISP,2015-01-01 11:35:00,11:33:00,-2.0,14:15:00,14:09:00,-6.0,160.0,156.0,0
WN,PHX,DEN,2015-01-01 11:35:00,11:49:00,14.0,13:20:00,13:30:00,10.0,105.0,101.0,1
UA,EWR,FLL,2015-01-01 11:35:00,11:50:00,15.0,14:41:00,14:37:00,-4.0,186.0,167.0,1
UA,DEN,KOA,2015-01-01 11:35:00,12:06:00,31.0,16:15:00,16:22:00,7.0,460.0,436.0,1
AA,DFW,LGA,2015-01-01 11:35:00,11:42:00,7.0,15:45:00,15:41:00,-4.0,190.0,179.0,1
AA,BOS,DFW,2015-01-01 11:35:00,11:32:00,-3.0,15:00:00,15:17:00,17.0,265.0,285.0,0
AA,LAX,BNA,2015-01-01 11:35:00,11:40:00,5.0,17:25:00,17:47:00,22.0,230.0,247.0,0
AA,DFW,SNA,2015-01-01 11:35:00,11:30:00,-5.0,12:50:00,12:37:00,-13.0,195.0,187.0,0
AS,PSP,PDX,2015-01-01 11:35:00,11:33:00,-2.0,14:00:00,13:51:00,-9.0,145.0,138.0,0
AS,SEA,SAT,2015-01-01 11:35:00,11:46:00,11.0,17:35:00,17:47:00,12.0,240.0,241.0,1
B6,SEA,LGB,2015-01-01 11:35:00,11:37:00,2.0,14:05:00,13:58:00,-7.0,150.0,141.0,0
B6,BOS,TPA,2015-01-01 11:35:00,11:45:00,10.0,15:04:00,15:20:00,16.0,209.0,215.0,1
DL,FLL,MSP,2015-01-01 11:35:00,11:37:00,2.0,14:35:00,14:37:00,2.0,240.0,240.0,0
DL,MSP,ORD,2015-01-01 11:35:00,11:30:00,-5.0,12:59:00,12:44:00,-15.0,84.0,74.0,0
DL,MSP,SFO,2015-01-01 11:35:00,11:34:00,-1.0,13:48:00,13:09:00,-39.0,253.0,215.0,0
DL,SEA,SLC,2015-01-01 11:35:00,11:30:00,-5.0,14:29:00,14:24:00,-5.0,114.0,114.0,0
DL,BOS,FLL,2015-01-01 11:35:00,11:33:00,-2.0,15:01:00,14:52:00,-9.0,206.0,199.0,0
DL,LGA,FLL,2015-01-01 11:35:00,11:30:00,-5.0,14:58:00,14:18:00,-40.0,203.0,168.0,0
B6,SRQ,JFK,2015-01-01 11:35:00,11:34:00,-1.0,14:11:00,14:01:00,-10.0,156.0,147.0,0
EV,DFW,TYS,2015-01-01 11:35:00,11:33:00,-2.0,14:30:00,14:22:00,-8.0,115.0,109.0,0
F9,IAD,MCO,2015-01-01 11:35:00,11:30:00,-5.0,14:00:00,14:04:00,4.0,145.0,154.0,0
MQ,JAN,DFW,2015-01-01 11:35:00,11:34:00,-1.0,13:10:00,13:16:00,6.0,95.0,102.0,0
MQ,DSM,DFW,2015-01-01 11:35:00,11:21:00,-14.0,13:40:00,13:37:00,-3.0,125.0,136.0,0
MQ,DFW,CID,2015-01-01 11:35:00,11:39:00,4.0,13:23:00,13:19:00,-4.0,108.0,100.0,0
MQ,ORD,CID,2015-01-01 11:35:00,11:28:00,-7.0,12:38:00,12:23:00,-15.0,63.0,55.0,0
OO,LAX,EUG,2015-01-01 11:35:00,11:31:00,-4.0,13:50:00,13:39:00,-11.0,135.0,128.0,0
OO,MSP,RHI,2015-01-01 11:35:00,11:32:00,-3.0,12:40:00,12:33:00,-7.0,65.0,61.0,0
OO,SAN,LAX,2015-01-01 11:35:00,11:29:00,-6.0,12:25:00,12:13:00,-12.0,50.0,44.0,0
OO,LAX,SAN,2015-01-01 11:35:00,11:31:00,-4.0,12:32:00,12:09:00,-23.0,57.0,38.0,0
OO,SLC,FAT,2015-01-01 11:35:00,11:25:00,-10.0,12:24:00,11:59:00,-25.0,109.0,94.0,0
OO,MKE,ORD,2015-01-01 11:35:00,12:07:00,32.0,12:25:00,12:46:00,21.0,50.0,39.0,1
OO,TUS,PHX,2015-01-01 11:35:00,11:22:00,-13.0,12:25:00,12:08:00,-17.0,50.0,46.0,0
UA,IAH,LGA,2015-01-01 11:36:00,11:38:00,2.0,16:02:00,15:46:00,-16.0,206.0,188.0,0
OO,SFO,PSP,2015-01-01 11:37:00,11:47:00,10.0,13:04:00,13:16:00,12.0,87.0,89.0,1
B6,FLL,LAX,2015-01-01 11:37:00,11:29:00,-8.0,14:29:00,14:05:00,-24.0,352.0,336.0,0
EV,CVG,IAH,2015-01-01 11:37:00,11:53:00,16.0,13:28:00,13:55:00,27.0,171.0,182.0,1
EV,LEX,ATL,2015-01-01 11:37:00,11:32:00,-5.0,12:58:00,12:46:00,-12.0,81.0,74.0,0
UA,SFO,ORD,2015-01-01 11:38:00,11:42:00,4.0,17:59:00,18:04:00,5.0,261.0,262.0,0
UA,CLE,FLL,2015-01-01 11:38:00,11:35:00,-3.0,14:40:00,14:15:00,-25.0,182.0,160.0,0
B6,HPN,TPA,2015-01-01 11:38:00,11:20:00,-18.0,14:39:00,14:11:00,-28.0,181.0,171.0,0
EV,BDL,ORD,2015-01-01 11:38:00,11:22:00,-16.0,13:25:00,13:20:00,-5.0,167.0,178.0,0
UA,MCO,DEN,2015-01-01 11:39:00,11:39:00,0.0,13:46:00,13:43:00,-3.0,247.0,244.0,0
UA,EWR,MCO,2015-01-01 11:39:00,11:43:00,4.0,14:35:00,14:40:00,5.0,176.0,177.0,0
DL,ATL,TPA,2015-01-01 11:39:00,11:40:00,1.0,13:05:00,12:55:00,-10.0,86.0,75.0,0
OO,STL,DEN,2015-01-01 11:39:00,11:31:00,-8.0,13:09:00,12:52:00,-17.0,150.0,141.0,0
UA,IAH,GUC,2015-01-01 11:40:00,11:35:00,-5.0,13:28:00,13:19:00,-9.0,168.0,164.0,0
UA,SAN,IAH,2015-01-01 11:40:00,11:40:00,0.0,16:49:00,16:48:00,-1.0,189.0,188.0,0
US,PHL,DFW,2015-01-01 11:40:00,11:35:00,-5.0,14:27:00,14:32:00,5.0,227.0,237.0,0
US,CLT,ORD,2015-01-01 11:40:00,11:37:00,-3.0,12:51:00,12:38:00,-13.0,131.0,121.0,0
US,CLT,ATL,2015-01-01 11:40:00,12:53:00,73.0,12:59:00,14:07:00,68.0,79.0,74.0,2
UA,SFO,IAD,2015-01-01 11:40:00,11:36:00,-4.0,19:49:00,19:38:00,-11.0,309.0,302.0,0
VX,SFO,DAL,2015-01-01 11:40:00,11:49:00,9.0,17:00:00,17:14:00,14.0,200.0,205.0,1
VX,LAX,SEA,2015-01-01 11:40:00,11:39:00,-1.0,14:20:00,14:13:00,-7.0,160.0,154.0,0
WN,ATL,LAS,2015-01-01 11:40:00,12:26:00,46.0,13:20:00,13:53:00,33.0,280.0,267.0,2
WN,AUS,MDW,2015-01-01 11:40:00,11:41:00,1.0,14:15:00,13:57:00,-18.0,155.0,136.0,0
WN,BWI,SLC,2015-01-01 11:40:00,11:36:00,-4.0,14:35:00,14:42:00,7.0,295.0,306.0,0
WN,CHS,BWI,2015-01-01 11:40:00,11:37:00,-3.0,13:10:00,12:55:00,-15.0,90.0,78.0,0
WN,DAL,MSY,2015-01-01 11:40:00,11:36:00,-4.0,13:00:00,12:51:00,-9.0,80.0,75.0,0
WN,DEN,EWR,2015-01-01 11:40:00,11:45:00,5.0,17:20:00,17:01:00,-19.0,220.0,196.0,0
WN,ELP,AUS,2015-01-01 11:40:00,11:40:00,0.0,14:10:00,14:06:00,-4.0,90.0,86.0,0
WN,LAS,SLC,2015-01-01 11:40:00,12:21:00,41.0,14:00:00,14:46:00,46.0,80.0,85.0,1
WN,LBB,LAS,2015-01-01 11:40:00,11:31:00,-9.0,11:55:00,11:43:00,-12.0,135.0,132.0,0
WN,MCI,PDX,2015-01-01 11:40:00,11:37:00,-3.0,13:35:00,13:09:00,-26.0,235.0,212.0,0
WN,MCO,HOU,2015-01-01 11:40:00,11:38:00,-2.0,13:15:00,13:10:00,-5.0,155.0,152.0,0
WN,MCO,SJU,2015-01-01 11:40:00,11:55:00,15.0,15:25:00,15:30:00,5.0,165.0,155.0,1
WN,OAK,AUS,2015-01-01 11:40:00,11:40:00,0.0,17:00:00,17:13:00,13.0,200.0,213.0,0
WN,ABQ,DAL,2015-01-01 11:40:00,12:15:00,35.0,14:15:00,14:54:00,39.0,95.0,99.0,1
WN,ABQ,LAS,2015-01-01 11:40:00,12:28:00,48.0,12:15:00,12:52:00,37.0,95.0,84.0,2
WN,ABQ,PDX,2015-01-01 11:40:00,12:04:00,24.0,13:40:00,13:55:00,15.0,180.0,171.0,1
WN,PHX,LAS,2015-01-01 11:40:00,12:17:00,37.0,11:45:00,12:41:00,56.0,65.0,84.0,1
WN,SAT,SAN,2015-01-01 11:40:00,11:37:00,-3.0,12:45:00,12:27:00,-18.0,185.0,170.0,0
WN,SFO,DEN,2015-01-01 11:40:00,12:00:00,20.0,15:10:00,15:28:00,18.0,150.0,148.0,1
WN,SJC,SAN,2015-01-01 11:40:00,11:37:00,-3.0,12:55:00,12:49:00,-6.0,75.0,72.0,0
WN,STL,BWI,2015-01-01 11:40:00,11:30:00,-10.0,14:40:00,14:07:00,-33.0,120.0,97.0,0
WN,HOU,STL,2015-01-01 11:40:00,11:43:00,3.0,13:30:00,13:25:00,-5.0,110.0,102.0,0
US,ATL,PHX,2015-01-01 11:40:00,11:45:00,5.0,13:50:00,13:49:00,-1.0,250.0,244.0,0
US,PHX,OGG,2015-01-01 11:40:00,11:36:00,-4.0,15:20:00,15:35:00,15.0,400.0,419.0,0
AA,DFW,DEN,2015-01-01 11:40:00,11:46:00,6.0,12:40:00,12:46:00,6.0,120.0,120.0,1
AA,ORD,DCA,2015-01-01 11:40:00,11:38:00,-2.0,14:20:00,14:11:00,-9.0,100.0,93.0,0
AA,DFW,IAH,2015-01-01 11:40:00,11:44:00,4.0,12:45:00,13:00:00,15.0,65.0,76.0,0
AA,MSP,DFW,2015-01-01 11:40:00,13:33:00,113.0,14:20:00,16:30:00,130.0,160.0,177.0,2
AA,DFW,EGE,2015-01-01 11:40:00,12:53:00,73.0,13:00:00,13:57:00,57.0,140.0,124.0,2
AA,MCO,ORD,2015-01-01 11:40:00,11:41:00,1.0,13:30:00,13:28:00,-2.0,170.0,167.0,0
AA,DFW,FAT,2015-01-01 11:40:00,11:39:00,-1.0,13:10:00,12:53:00,-17.0,210.0,194.0,0
AA,ORD,LAX,2015-01-01 11:40:00,11:41:00,1.0,14:05:00,13:39:00,-26.0,265.0,238.0,0
AA,FLL,DFW,2015-01-01 11:40:00,11:39:00,-1.0,14:05:00,13:54:00,-11.0,205.0,195.0,0
AS,SEA,STL,2015-01-01 11:40:00,12:42:00,62.0,17:27:00,18:19:00,52.0,227.0,217.0,2
B6,SYR,JFK,2015-01-01 11:40:00,11:35:00,-5.0,12:50:00,12:42:00,-8.0,70.0,67.0,0
B6,PBI,BOS,2015-01-01 11:40:00,11:35:00,-5.0,14:36:00,14:33:00,-3.0,176.0,178.0,0
DL,LAX,JFK,2015-01-01 11:40:00,11:39:00,-1.0,20:00:00,19:54:00,-6.0,320.0,315.0,0
DL,JFK,MCO,2015-01-01 11:40:00,11:38:00,-2.0,14:38:00,14:38:00,0.0,178.0,180.0,0
DL,LAX,SLC,2015-01-01 11:40:00,11:46:00,6.0,14:30:00,14:33:00,3.0,110.0,107.0,1
DL,LGA,RSW,2015-01-01 11:40:00,11:43:00,3.0,15:04:00,14:50:00,-14.0,204.0,187.0,0
DL,FLL,DTW,2015-01-01 11:40:00,11:38:00,-2.0,14:50:00,14:38:00,-12.0,190.0,180.0,0
EV,PNS,ORD,2015-01-01 11:40:00,11:36:00,-4.0,14:11:00,14:00:00,-11.0,151.0,144.0,0
EV,BNA,ORD,2015-01-01 11:40:00,11:25:00,-15.0,13:24:00,13:05:00,-19.0,104.0,100.0,0
EV,LFT,ATL,2015-01-01 11:40:00,11:32:00,-8.0,14:14:00,14:09:00,-5.0,94.0,97.0,0
MQ,ORD,RST,2015-01-01 11:40:00,11:38:00,-2.0,12:53:00,12:41:00,-12.0,73.0,63.0,0
MQ,ORD,DTW,2015-01-01 11:40:00,11:57:00,17.0,13:53:00,14:02:00,9.0,73.0,65.0,1
MQ,SYR,ORD,2015-01-01 11:40:00,11:31:00,-9.0,12:50:00,13:09:00,19.0,130.0,158.0,0
NK,LGA,MYR,2015-01-01 11:40:00,11:59:00,19.0,13:33:00,13:42:00,9.0,113.0,103.0,1
NK,MCO,DTW,2015-01-01 11:40:00,11:33:00,-7.0,14:17:00,14:15:00,-2.0,157.0,162.0,0
OO,LAX,TUS,2015-01-01 11:40:00,11:33:00,-7.0,14:05:00,14:01:00,-4.0,85.0,88.0,0
OO,MIA,IAH,2015-01-01 11:40:00,11:57:00,17.0,13:32:00,13:52:00,20.0,172.0,175.0,1
OO,MSP,HIB,2015-01-01 11:40:00,12:15:00,35.0,12:43:00,13:02:00,19.0,63.0,47.0,1
OO,DEN,MFR,2015-01-01 11:40:00,11:45:00,5.0,13:33:00,13:29:00,-4.0,173.0,164.0,0
OO,LAX,SAN,2015-01-01 11:40:00,11:39:00,-1.0,12:34:00,12:32:00,-2.0,54.0,53.0,0
OO,MSP,ABR,2015-01-01 11:40:00,11:35:00,-5.0,13:03:00,12:55:00,-8.0,83.0,80.0,0
UA,EWR,SFO,2015-01-01 11:41:00,12:11:00,30.0,15:15:00,15:24:00,9.0,394.0,373.0,1
UA,ATL,EWR,2015-01-01 11:41:00,11:38:00,-3.0,14:03:00,13:35:00,-28.0,142.0,117.0,0
OO,ORD,STC,2015-01-01 11:41:00,12:52:00,71.0,13:08:00,14:24:00,76.0,87.0,92.0,2
OO,CLE,IAH,2015-01-01 11:41:00,12:01:00,20.0,13:55:00,14:17:00,22.0,194.0,196.0,1
UA,EWR,SJU,2015-01-01 11:43:00,11:42:00,-1.0,16:41:00,16:08:00,-33.0,238.0,206.0,0
B6,AUS,FLL,2015-01-01 11:43:00,11:38:00,-5.0,15:10:00,15:05:00,-5.0,147.0,147.0,0
